ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	ALIGNMENT	QUINTILES
68	ProtoKaren	cross (v.)	*khaNᴬ	*khaNᴬ	kʰ a ɴ ⁵⁵		815	kʰ a ɴ ⁵⁵	kʰ|kʰ|kʰ|kʰ|kʰ a.ɴ|a.ɴ|a.ɴ|a.ɴ|a.ɴ ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵
405	Kayah	cross (v.)	khɛ³³	khɛ³³	kʰ ɛ ³³		815	kʰ ɛ - ³³	kʰ ɛ ³³
996	Kayaw	cross (v.)	khɔ⁵⁵	khɔ⁵⁵	kʰ ɔ ⁵⁵		815	kʰ ɔ - ⁵⁵	kʰ ɔ ⁵⁵
1586	NorthernPwo	cross (v.)	khɛ̃³⁵	khɛ̃³⁵	kʰ ɛ̃ ³⁵		815	kʰ ɛ̃ - ³⁵	kʰ ɛ̃ ³⁵
1872	NorthernSgaw	cross (v.)	khɔ³³	khɔ³³	kʰ ɔ ³³		815	kʰ ɔ - ³³	kʰ ɔ ³³
2450	SouthernPwo	cross (v.)	khɔ̃⁵³	khɔ̃⁵³	kʰ ɔ̃ ⁵³		815	kʰ ɔ̃ - ⁵³	kʰ ɔ̃ ⁵³
2746	SouthernSgaw	cross (v.)	khɔ⁵⁵	khɔ⁵⁵	kʰ ɔ ⁵⁵		815	kʰ ɔ - ⁵⁵	kʰ ɔ ⁵⁵
69	ProtoKaren	crossbow	*klejᴮ	*klejᴮ	kʰ l ei ¹¹		823	kʰ l ei ¹¹	( kʰ l ei ¹¹ )
406	Kayah	crossbow	klə¹¹	klə¹¹	kʰ l ə ¹¹		823	kʰ l ə ¹¹	kʰ l ə ¹¹
997	Kayaw	crossbow	khli¹¹	khli¹¹	kʰ l i ¹¹		823	kʰ l i ¹¹	kʰ l i ¹¹
1303	NorthernPao	crossbow	khli⁵⁵	khli⁵⁵	kʰ l i ⁵⁵		823	kʰ l i ⁵⁵	kʰ l i ⁵⁵
1587	NorthernPwo	crossbow	khlei³³	khlei³³	kʰ l ei ³³		823	kʰ l ei ³³	kʰ l ei ³³
1873	NorthernSgaw	crossbow	khli³¹῀	khli³¹῀	kʰ l i ³¹		823	kʰ l i ³¹	kʰ l i ³¹
2168	SouthernPao	crossbow	kli³³	kli³³	kʰ l i ³³		823	kʰ l i ³³	kʰ l i ³³
2451	SouthernPwo	crossbow	khlei⁵⁵	khlei⁵⁵	kʰ l ei ⁵⁵		823	kʰ l ei ⁵⁵	kʰ l ei ⁵⁵
2747	SouthernSgaw	crossbow	khli⁴⁵’	khli⁴⁵’	kʰ l i ⁴⁵		823	kʰ l i ⁴⁵	kʰ l i ⁴⁵
3028	WesternBwe	crossbow	khli³³	khli³³	kʰ l i ³³		823	kʰ l i ³³	kʰ l i ³³
70	ProtoKaren	crow (v.)	*Ɂoᴮ	*Ɂoᴮ	ʔ o ¹¹		835	ʔ o ¹¹	( ʔ o ¹¹ )
407	Kayah	crow (v.)	Ɂu¹¹	Ɂu¹¹	ʔ u ¹¹		835	ʔ u ¹¹	ʔ u ¹¹
998	Kayaw	crow (v.)	Ɂu¹¹	Ɂu¹¹	ʔ u ¹¹		835	ʔ u ¹¹	ʔ u ¹¹
1304	NorthernPao	crow (v.)	Ɂu⁵⁵	Ɂu⁵⁵	ʔ o ⁵⁵		835	ʔ o ⁵⁵	ʔ o ⁵⁵
1588	NorthernPwo	crow (v.)	Ɂu³³	Ɂu³³	ʔ u ³³		835	ʔ u ³³	ʔ u ³³
1874	NorthernSgaw	crow (v.)	Ɂɔ³¹῀ Ɂo³³	Ɂɔ³¹῀_Ɂo³³	ʔ ɔ ³¹ + ʔ o ³³		836 835	ʔ ɔ - ³¹ + ʔ o ³³	ʔ ɔ ³¹ + ʔ o ³³
2169	SouthernPao	crow (v.)	Ɂu³³	Ɂu³³	ʔ o ³³		835	ʔ o ³³	ʔ o ³³
2452	SouthernPwo	crow (v.)	Ɂɔ̃³¹ ̈Ɂu⁵⁵	Ɂɔ̃³¹̈Ɂu⁵⁵	ʔ ɔ̃ ɦ ³¹ + ʔ u ⁵⁵		836 835	ʔ ɔ̃ ɦ ³¹ + ʔ u ⁵⁵	ʔ ɔ̃ ɦ ³¹ + ʔ u ⁵⁵
2748	SouthernSgaw	crow (v.)	Ɂu⁵⁵	Ɂu⁵⁵	ʔ u ⁵⁵		835	ʔ u ⁵⁵	ʔ u ⁵⁵
3029	WesternBwe	crow (v.)	ʊ³³	ʊ³³	o ³³		835	- o ³³	o ³³
71	ProtoKaren	crush (v.)	*k-hnɔNᴮ	*k-hnɔNᴮ	k ə ⁰ + n̥ ɔ ɴ ¹¹		849 848	k ə ⁰ + n̥ ɔ ɴ ¹¹	?k ?ə ?⁰ + n|n|n|n̥|n̥ ɔ.ɴ|ɔ.ɴ|ɔ.ɴ|ɔ.ɴ|ɔ.ɴ ¹¹|¹¹|¹¹|¹¹|¹¹
408	Kayah	crush (v.)	no¹¹	no¹¹	n o ¹¹		848	n o - ¹¹	n o ¹¹
999	Kayaw	crush (v.)	no¹¹	no¹¹	n o ¹¹		848	n o - ¹¹	n o ¹¹
1589	NorthernPwo	crush (v.)	nɔ̃³³	nɔ̃³³	n ɔ̃ ³³		848	n ɔ̃ - ³³	n ɔ̃ ³³
1875	NorthernSgaw	crush (v.)	no³¹῀	no³¹῀	n õ ³¹		848	n õ - ³¹	n õ ³¹
2453	SouthernPwo	crush (v.)	nõ⁵⁵	nõ⁵⁵	n õ ⁵⁵		848	n õ - ⁵⁵	n õ ⁵⁵
2749	SouthernSgaw	crush (v.)	nu⁴⁵’	nu⁴⁵’	n u ⁴⁵		848	n u - ⁴⁵	n u ⁴⁵
3030	WesternBwe	crush (v.)	kə³³nʊ³³	kə³³nʊ³³	k ə ³³ + n ʊ ³³		849 848	k ə ³³ + n ʊ - ³³	k ə ³³ + n ʊ ³³
72	ProtoKaren	cucumber	*Ɂdejᴬ	*Ɂdejᴬ	ˀd ei ⁵⁵		859	ˀd ei - ⁵⁵	( ˀd ei ⁵⁵ )
409	Kayah	cucumber	də³³	də³³	d ə ³³		859	d ə - ³³	d ə ³³
1000	Kayaw	cucumber	di⁵⁵	di⁵⁵	d i ⁵⁵		859	d i - ⁵⁵	d i ⁵⁵
1590	NorthernPwo	cucumber	thei⁵⁵	thei⁵⁵	d ei ⁵⁵		859	d ei - ⁵⁵	d ei ⁵⁵
1876	NorthernSgaw	cucumber	di³³	di³³	d i ³³		859	d i - ³³	d i ³³
2170	SouthernPao	cucumber	di³¹ ̈	di³¹̈	d i ɦ ³¹		859	d i ɦ ³¹	d i ɦ ³¹
2454	SouthernPwo	cucumber	thei³¹ ̈	thei³¹̈	d ei ɦ ³¹		859	d ei ɦ ³¹	d ei ɦ ³¹
2750	SouthernSgaw	cucumber	di⁵⁵	di⁵⁵	d i ⁵⁵		859	d i - ⁵⁵	d i ⁵⁵
3031	WesternBwe	cucumber	ɗi⁵⁵	ɗi⁵⁵	ɗ i ⁵⁵		859	ɗ i - ⁵⁵	ɗ i ⁵⁵
73	ProtoKaren	dark, late evening	*khiɁᴰ	*khiɁᴰ	kʰ i ʔ̚ ⁵¹		870	kʰ i ʔ̚ ⁵¹	( kʰ i ʔ̚ ⁵¹ )
410	Kayah	dark, late evening	khi⁵⁵	khi⁵⁵	kʰ i ⁵⁵		870	kʰ i - ⁵⁵	kʰ i ⁵⁵
701	Kayan	dark, late evening	khɨɁ⁴⁵	khɨɁ⁴⁵	kʰ ɨ ʔ ⁴⁵		870	kʰ ɨ ʔ ⁴⁵	kʰ ɨ ʔ ⁴⁵
1001	Kayaw	dark, late evening	khi³³	khi³³	kʰ i ³³		870	kʰ i - ³³	kʰ i ³³
1305	NorthernPao	dark, late evening	kheɁ²¹	kheɁ²¹	kʰ e ʔ ²¹		870	kʰ e ʔ ²¹	kʰ e ʔ ²¹
1591	NorthernPwo	dark, late evening	khaiɁ⁴⁵	khaiɁ⁴⁵	kʰ ai ʔ ⁴⁵		870	kʰ ai ʔ ⁴⁵	kʰ ai ʔ ⁴⁵
1877	NorthernSgaw	dark, late evening	khiɁ⁴⁵	khiɁ⁴⁵	kʰ i ʔ ⁴⁵		870	kʰ i ʔ ⁴⁵	kʰ i ʔ ⁴⁵
2171	SouthernPao	dark, late evening	khiɁ²¹	khiɁ²¹	kʰ i ʔ ²¹		870	kʰ i ʔ ²¹	kʰ i ʔ ²¹
2455	SouthernPwo	dark, late evening	khaiɁ³¹	khaiɁ³¹	kʰ ai ʔ ³¹		870	kʰ ai ʔ ³¹	kʰ ai ʔ ³¹
2751	SouthernSgaw	dark, late evening	khaiɁ²¹	khaiɁ²¹	kʰ ai ʔ ²¹		870	kʰ ai ʔ ²¹	kʰ ai ʔ ²¹
3032	WesternBwe	dark, late evening	khi³³	khi³³	kʰ i ³³		870	kʰ i - ³³	kʰ i ³³
74	ProtoKaren	daughter-in-law	*Ɂdɛᴮ	*Ɂdɛᴮ	ˀd ɛ ¹¹		883	ˀd ɛ ¹¹	( ˀd ɛ ¹¹ )
411	Kayah	daughter-in-law	dɛ¹¹	dɛ¹¹	d ɛ ¹¹		883	d ɛ ¹¹	d ɛ ¹¹
702	Kayan	daughter-in-law	dɛ¹¹	dɛ¹¹	d ɛ ¹¹		883	d ɛ ¹¹	d ɛ ¹¹
1002	Kayaw	daughter-in-law	dɛ¹¹	dɛ¹¹	d ɛ ¹¹		883	d ɛ ¹¹	d ɛ ¹¹
1592	NorthernPwo	daughter-in-law	dɛ³³	dɛ³³	d ɛ ³³		883	d ɛ ³³	d ɛ ³³
1878	NorthernSgaw	daughter-in-law	dɛ³¹῀	dɛ³¹῀	d ɛ ³¹		883	d ɛ ³¹	d ɛ ³¹
2456	SouthernPwo	daughter-in-law	dɛ⁵⁵	dɛ⁵⁵	d ɛ ⁵⁵		883	d ɛ ⁵⁵	d ɛ ⁵⁵
2752	SouthernSgaw	daughter-in-law	dɛ⁴⁵’	dɛ⁴⁵’	d ɛ ⁴⁵		883	d ɛ ⁴⁵	d ɛ ⁴⁵
3033	WesternBwe	daughter-in-law	-ɗɛ³³	-ɗɛ³³	ɗ ɛ ³³		883	ɗ ɛ ³³	ɗ ɛ ³³
75	ProtoKaren	day	*nejᴬ	*nejᴬ	n ei ⁵⁵		894	n ei - ⁵⁵	n|n|n|n|n ei|ei|ei|ei|ei -|-|-|-|- ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵
412	Kayah	day	nə¹¹	nə¹¹	n ə ¹¹		894	n ə - ¹¹	n ə ¹¹
1003	Kayaw	day	ni³³	ni³³	n i ³³		894	n i - ³³	n i ³³
1306	NorthernPao	day	ni³³	ni³³	n i ³³		894	n i - ³³	n i ³³
1593	NorthernPwo	day	nei⁵⁵	nei⁵⁵	n ei ⁵⁵		894	n ei - ⁵⁵	n ei ⁵⁵
1879	NorthernSgaw	day	ni³³	ni³³	n i ³³		894	n i - ³³	n i ³³
2172	SouthernPao	day	ni⁵³	ni⁵³	n i ⁵³		894	n i - ⁵³	n i ⁵³
2457	SouthernPwo	day	nei³¹ ̈	nei³¹̈	n ei ɦ ³¹		894	n ei ɦ ³¹	n ei ɦ ³¹
2753	SouthernSgaw	day	ni³³	ni³³	n i ³³		894	n i - ³³	n i ³³
3034	WesternBwe	day	ni³³	ni³³	n i ³³		894	n i - ³³	n i ³³
76	ProtoKaren	dead,die	*sejᴬ	*sejᴬ	s ei ⁵⁵		906	s ei - ⁵⁵	( s ei ⁵⁵ )
703	Kayan	dead,die	sə³³	sə³³	s ə ³³		906	s ə - ³³	s ə ³³
1004	Kayaw	dead,die	si⁵⁵	si⁵⁵	s i ⁵⁵		906	s i - ⁵⁵	s i ⁵⁵
1307	NorthernPao	dead,die	si³¹ ̈	si³¹̈	s i ɦ ³¹		906	s i ɦ ³¹	s i ɦ ³¹
1594	NorthernPwo	dead,die	sei³⁵	sei³⁵	s ei ³⁵		906	s ei - ³⁵	s ei ³⁵
1880	NorthernSgaw	dead,die	si³³	si³³	s i ³³		906	s i - ³³	s i ³³
2173	SouthernPao	dead,die	si³¹ ̈	si³¹̈	s i ɦ ³¹		906	s i ɦ ³¹	s i ɦ ³¹
2458	SouthernPwo	dead,die	θei⁵³	θei⁵³	θ ei ⁵³		906	θ ei - ⁵³	θ ei ⁵³
2754	SouthernSgaw	dead,die	si⁵⁵	si⁵⁵	s i ⁵⁵		906	s i - ⁵⁵	s i ⁵⁵
3035	WesternBwe	dead,die	θɨ⁵⁵	θɨ⁵⁵	θ ɨ ⁵⁵		906	θ ɨ - ⁵⁵	θ ɨ ⁵⁵
77	ProtoKaren	deaf	*Ɂəŋᴬ	*Ɂəŋᴬ	ʔ ə ŋ ⁵⁵		918	ʔ ə ŋ - ⁵⁵	( ʔ ə ŋ ⁵⁵ )
413	Kayah	deaf	Ɂɔ³³	Ɂɔ³³	ʔ ɔ ³³		918	ʔ ɔ - - ³³	ʔ ɔ ³³
704	Kayan	deaf	Ɂəŋ⁵³	Ɂəŋ⁵³	ʔ ə ŋ ⁵³		918	ʔ ə ŋ - ⁵³	ʔ ə ŋ ⁵³
1005	Kayaw	deaf	Ɂə⁵⁵	Ɂə⁵⁵	ʔ ə ⁵⁵		918	ʔ ə - - ⁵⁵	ʔ ə ⁵⁵
1308	NorthernPao	deaf	Ɂəŋ³¹ ̈	Ɂəŋ³¹̈	ʔ ə ŋ ɦ ³¹		918	ʔ ə ŋ ɦ ³¹	ʔ ə ŋ ɦ ³¹
1595	NorthernPwo	deaf	Ɂɑ̃⁵⁵	Ɂɑ̃⁵⁵	ʔ ɑ̃ ⁵⁵		918	ʔ ɑ̃ - - ⁵⁵	ʔ ɑ̃ ⁵⁵
1881	NorthernSgaw	deaf	Ɂə³³	Ɂə³³	ʔ ə ³³		918	ʔ ə - - ³³	ʔ ə ³³
2174	SouthernPao	deaf	Ɂəŋ³¹ ̈	Ɂəŋ³¹̈	ʔ ə ŋ ɦ ³¹		918	ʔ ə ŋ ɦ ³¹	ʔ ə ŋ ɦ ³¹
2459	SouthernPwo	deaf	Ɂə̃³¹ ̈	Ɂə̃³¹̈	ʔ ə̃ ɦ ³¹		918	ʔ ə̃ - ɦ ³¹	ʔ ə̃ ɦ ³¹
2755	SouthernSgaw	deaf	Ɂə⁵⁵	Ɂə⁵⁵	ʔ ə ⁵⁵		918	ʔ ə - - ⁵⁵	ʔ ə ⁵⁵
3036	WesternBwe	deaf	tə’o⁵⁵	tə’o⁵⁵	t ə ⁰ + o ⁵⁵		919 918	t ə ⁰ + - o - - ⁵⁵	t ə ⁰ + o ⁵⁵
78	ProtoKaren	deep	*jɔɁᴰ	*jɔɁᴰ	j ɔ ʔ̚ ⁵¹		930	j ɔ ʔ̚ ⁵¹	( j ɔ ʔ̚ ⁵¹ )
414	Kayah	deep	jɛ³³	jɛ³³	j ɛ ³³		930	j ɛ - ³³	j ɛ ³³
705	Kayan	deep	ɈauɁ²¹	ɈauɁ²¹	ɟ au ʔ ²¹		930	ɟ au ʔ ²¹	ɟ au ʔ ²¹
1309	NorthernPao	deep	jɔɁ⁴⁵	jɔɁ⁴⁵	j ɔ ʔ ⁴⁵		930	j ɔ ʔ ⁴⁵	j ɔ ʔ ⁴⁵
1596	NorthernPwo	deep	joɁ²¹	joɁ²¹	j o ʔ ²¹		930	j o ʔ ²¹	j o ʔ ²¹
1882	NorthernSgaw	deep	jɔɁ²¹	jɔɁ²¹	j ɔ ʔ ²¹		930	j ɔ ʔ ²¹	j ɔ ʔ ²¹
2175	SouthernPao	deep	jɔɁ⁴⁵	jɔɁ⁴⁵	j ɔ ʔ ⁴⁵		930	j ɔ ʔ ⁴⁵	j ɔ ʔ ⁴⁵
2460	SouthernPwo	deep	juɁ⁴⁵	juɁ⁴⁵	j u ʔ ⁴⁵		930	j u ʔ ⁴⁵	j u ʔ ⁴⁵
2756	SouthernSgaw	deep	jo¹¹ ̈	jo¹¹̈	j o ɦ ¹¹		930	j o ɦ ¹¹	j o ɦ ¹¹
3037	WesternBwe	deep	jɔ¹¹	jɔ¹¹	j ɔ ¹¹		930	j ɔ - ¹¹	j ɔ ¹¹
79	ProtoKaren	deer (barking~)	*d-khejᴬ	*d-khejᴬ	d ə ⁰ + kʰ ei ⁵⁵		943 942	d ə ⁰ + kʰ ei - ⁵⁵	?d ?ə ?⁰ + ( kʰ ei ⁵⁵ )
415	Kayah	deer (barking~)	khə³³	khə³³	kʰ ə ³³		942	kʰ ə - ³³	kʰ ə ³³
706	Kayan	deer (barking~)	khɨ⁵³	khɨ⁵³	kʰ ɨ ⁵³		942	kʰ ɨ - ⁵³	kʰ ɨ ⁵³
1006	Kayaw	deer (barking~)	khi⁵⁵	khi⁵⁵	kʰ i ⁵⁵		942	kʰ i - ⁵⁵	kʰ i ⁵⁵
1310	NorthernPao	deer (barking~)	khi³¹ ̈	khi³¹̈	kʰ i ɦ ³¹		942	kʰ i ɦ ³¹	kʰ i ɦ ³¹
2176	SouthernPao	deer (barking~)	khi³¹ ̈	khi³¹̈	kʰ i ɦ ³¹		942	kʰ i ɦ ³¹	kʰ i ɦ ³¹
3038	WesternBwe	deer (barking~)	do¹¹khi⁵⁵	do¹¹khi⁵⁵	d o ¹¹ + kʰ i ⁵⁵		943 942	d o ¹¹ + kʰ i - ⁵⁵	d o ¹¹ + kʰ i ⁵⁵
80	ProtoKaren	deer (sambha ~)	*t-khroɁᴰ	*t-khroɁᴰ	t ə ⁰ + kʰ r o ʔ ⁵¹		954 953	t ə ⁰ + kʰ r o ʔ ⁵¹	d|d|d|d|d a|a|a|a|ə ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁰ + kʰ|kʰ|kʰ|kʰ|kʰ j|j|j|j|j o|o|o|o|o ʔ̚|ʔ̚|ʔ̚|ʔ̚|ʔ̚ ⁵¹|⁵¹|⁵¹|⁵¹|⁵¹
416	Kayah	deer (sambha ~)	khrɔ⁵⁵	khrɔ⁵⁵	kʰ r ɔ ⁵⁵		953	kʰ r ɔ - ⁵⁵	kʰ r ɔ ⁵⁵
707	Kayan	deer (sambha ~)	khjɔɁ⁴⁵	khjɔɁ⁴⁵	kʰ j ɔ ʔ ⁴⁵		953	kʰ j ɔ ʔ ⁴⁵	kʰ j ɔ ʔ ⁴⁵
1007	Kayaw	deer (sambha ~)	khə³³	khə³³	kʰ ə ³³		953	kʰ - ə - ³³	kʰ ə ³³
1311	NorthernPao	deer (sambha ~)	khjoɁ²¹	khjoɁ²¹	kʰ j o ʔ ²¹		953	kʰ j o ʔ ²¹	kʰ j o ʔ ²¹
1597	NorthernPwo	deer (sambha ~)	ta³³xɔ⁵⁵	ta³³xɔ⁵⁵	t a ³³ + x ɔ ⁵⁵		954 19	t a ³³ + x ɔ - ⁵⁵	t a ³³ + x ɔ ⁵⁵
1883	NorthernSgaw	deer (sambha ~)	ta³³xɔ³³	ta³³xɔ³³	t a ³³ + x ɔ ³³		954 19	t a ³³ + x ɔ - ³³	t a ³³ + x ɔ ³³
2177	SouthernPao	deer (sambha ~)	khjoɁ²¹	khjoɁ²¹	kʰ j u ʔ ²¹		953	kʰ j u ʔ ²¹	kʰ j u ʔ ²¹
2461	SouthernPwo	deer (sambha ~)	chə³³xo³¹ ̈	chə³³xo³¹̈	cʰ ə ³³ + x o ɦ ³¹		954 19	cʰ ə ³³ + x o ɦ ³¹	cʰ ə ³³ + x o ɦ ³¹
2757	SouthernSgaw	deer (sambha ~)	thɔ³³xɔ⁵⁵	thɔ³³xɔ⁵⁵	tʰ ɔ ³³ + x ɔ ⁵⁵		954 19	tʰ ɔ ³³ + x ɔ - ⁵⁵	tʰ ɔ ³³ + x ɔ ⁵⁵
3039	WesternBwe	deer (sambha ~)	kho³³	kho³³	kʰ o ³³		19	kʰ o - ³³	kʰ o ³³
81	ProtoKaren	delicious	*Ɂwiᴮ	*Ɂwiᴮ	ʔ w i ¹¹		969	ʔ w i ¹¹	( ʔ w i ¹¹ )
417	Kayah	delicious	wi¹¹	wi¹¹	w i ¹¹		969	- w i ¹¹	w i ¹¹
708	Kayan	delicious	Ɂwi¹¹	Ɂwi¹¹	ʔ w i ¹¹		969	ʔ w i ¹¹	ʔ w i ¹¹
1008	Kayaw	delicious	wi¹¹	wi¹¹	w i ¹¹		969	- w i ¹¹	w i ¹¹
1312	NorthernPao	delicious	Ɂwi⁵⁵	Ɂwi⁵⁵	ʔ w i ⁵⁵		969	ʔ w i ⁵⁵	ʔ w i ⁵⁵
1598	NorthernPwo	delicious	Ɂwi³³	Ɂwi³³	ʔ w i ³³		969	ʔ w i ³³	ʔ w i ³³
1884	NorthernSgaw	delicious	kwi²¹	kwi²¹	k w i ²¹		969	k w i ²¹	k w i ²¹
2178	SouthernPao	delicious	Ɂwi³³	Ɂwi³³	ʔ w i ³³		969	ʔ w i ³³	ʔ w i ³³
2462	SouthernPwo	delicious	Ɂwi⁵⁵	Ɂwi⁵⁵	ʔ w i ⁵⁵		969	ʔ w i ⁵⁵	ʔ w i ⁵⁵
82	ProtoKaren	descent, go down, set	* laŋᴬ	*_laŋᴬ	l a ŋ ⁵⁵		979	l a ŋ ⁵⁵	( l a ŋ ⁵⁵ )
418	Kayah	descent, go down, set	lɛ¹¹	lɛ¹¹	l ɛ ¹¹		979	l ɛ - ¹¹	l ɛ ¹¹
709	Kayan	descent, go down, set	laŋ³³	laŋ³³	l a ŋ ³³		979	l a ŋ ³³	l a ŋ ³³
1009	Kayaw	descent, go down, set	lɔ³³	lɔ³³	l ɔ ³³		979	l ɔ - ³³	l ɔ ³³
1313	NorthernPao	descent, go down, set	laŋ³³	laŋ³³	l a ŋ ³³		979	l a ŋ ³³	l a ŋ ³³
1599	NorthernPwo	descent, go down, set	lɛ⁵̃ ⁵	lɛ⁵̃⁵	l ɛ̃ ⁵⁵		979	l ɛ̃ - ⁵⁵	l ɛ̃ ⁵⁵
1885	NorthernSgaw	descent, go down, set	lɔ³³	lɔ³³	l ɔ̃ ³³		979	l ɔ̃ - ³³	l ɔ̃ ³³
2179	SouthernPao	descent, go down, set	laŋ⁵³	laŋ⁵³	l a ŋ ⁵³		979	l a ŋ ⁵³	l a ŋ ⁵³
2463	SouthernPwo	descent, go down, set	lɔ̃³¹ ̈	lɔ̃³¹̈	l ɔ̃ ɦ ³¹		979	l ɔ̃ ɦ ³¹	l ɔ̃ ɦ ³¹
2758	SouthernSgaw	descent, go down, set	lɔ³³	lɔ³³	l ɔ ³³		979	l ɔ - ³³	l ɔ ³³
3040	WesternBwe	descent, go down, set	la³³	la³³	l a ³³		979	l a - ³³	l a ³³
83	ProtoKaren	dig	*khuᴮ	*khuᴮ	kʰ u ¹¹		992	kʰ u ¹¹	( kʰ u ¹¹ )
419	Kayah	dig	khɨ¹¹	khɨ¹¹	kʰ u ¹¹		992	kʰ u ¹¹	kʰ u ¹¹
1010	Kayaw	dig	khu¹¹	khu¹¹	kʰ u ¹¹		992	kʰ u ¹¹	kʰ u ¹¹
1314	NorthernPao	dig	khu⁵⁵	khu⁵⁵	kʰ u ⁵⁵		992	kʰ u ⁵⁵	kʰ u ⁵⁵
1600	NorthernPwo	dig	khɑ³³	khɑ³³	kʰ u ³³		992	kʰ u ³³	kʰ u ³³
1886	NorthernSgaw	dig	khu³¹῀	khu³¹῀	kʰ u ³¹		992	kʰ u ³¹	kʰ u ³¹
2180	SouthernPao	dig	khu³³	khu³³	kʰ u ³³		992	kʰ u ³³	kʰ u ³³
2464	SouthernPwo	dig	khə⁵⁵	khə⁵⁵	kʰ u ⁵⁵		992	kʰ u ⁵⁵	kʰ u ⁵⁵
2759	SouthernSgaw	dig	khu⁴⁵’	khu⁴⁵’	kʰ u ⁴⁵		992	kʰ u ⁴⁵	kʰ u ⁴⁵
84	ProtoKaren	dip up	*Ɂd( )Nᴮ	*ɁdNᴮ	ˀd ə ŋ ¹¹		1003	ˀd ə ŋ ¹¹	ˀd|ˀd|ˀd|ˀd|ˀd ə.ŋ|ə.ŋ|ə.ŋ|ə.ŋ|ə.ŋ ¹¹|¹¹|¹¹|¹¹|¹¹
710	Kayan	dip up	du¹¹	du¹¹	d u ¹¹		1003	d u - ¹¹	d u ¹¹
1011	Kayaw	dip up	du¹¹	du¹¹	d u ¹¹		1003	d u - ¹¹	d u ¹¹
1601	NorthernPwo	dip up	dãə³³	dãə³³	d ãə ³³		1003	d ãə - ³³	d ãə ³³
1887	NorthernSgaw	dip up	də³¹῀	də³¹῀	d ə̃ ³¹		1003	d ə̃ - ³¹	d ə̃ ³¹
2465	SouthernPwo	dip up	dãə⁵⁵	dãə⁵⁵	d ãə ⁵⁵		1003	d ãə - ⁵⁵	d ãə ⁵⁵
2760	SouthernSgaw	dip up	dɨ⁴⁵’	dɨ⁴⁵’	d ɨ ⁴⁵		1003	d ɨ - ⁴⁵	d ɨ ⁴⁵
3041	WesternBwe	dip up	ɗɔ⁵⁵	ɗɔ⁵⁵	ɗ ɔ ⁵⁵		1003	ɗ ɔ - ⁵⁵	ɗ ɔ ⁵⁵
86	ProtoKaren	disappear, lost	*maᴮ	*maᴮ	m a ¹¹		1013	m a - ¹¹	( m a ¹¹ )
421	Kayah	disappear, lost	me¹¹	me¹¹	m e ¹¹		1013	m e - ¹¹	m e ¹¹
712	Kayan	disappear, lost	ma¹¹	ma¹¹	m a ¹¹		1013	m a - ¹¹	m a ¹¹
1013	Kayaw	disappear, lost	ma¹¹	ma¹¹	m a ¹¹		1013	m a - ¹¹	m a ¹¹
1316	NorthernPao	disappear, lost	ma⁵³	ma⁵³	m a ⁵³		1013	m a - ⁵³	m a ⁵³
1603	NorthernPwo	disappear, lost	mɛ¹¹ ̈	mɛ¹¹̈	m a ɦ ¹¹		1013	m a ɦ ¹¹	m a ɦ ¹¹
1889	NorthernSgaw	disappear, lost	ma¹¹ ̈	ma¹¹̈	m a ɦ ¹¹		1013	m a ɦ ¹¹	m a ɦ ¹¹
2181	SouthernPao	disappear, lost	ma⁵⁵	ma⁵⁵	m a ⁵⁵		1013	m a - ⁵⁵	m a ⁵⁵
2466	SouthernPwo	disappear, lost	ma³³	ma³³	m a ³³		1013	m a - ³³	m a ³³
2762	SouthernSgaw	disappear, lost	ma³¹	ma³¹	m a ³¹		1013	m a - ³¹	m a ³¹
3042	WesternBwe	disappear, lost	hɛ⁵⁵mɛ¹¹	hɛ⁵⁵mɛ¹¹	h ɛ ⁵⁵ + m ɛ ³³		1014 1013	h ɛ ⁵⁵ + m ɛ - ³³	h ɛ ⁵⁵ + m ɛ ³³
88	ProtoKaren	do, make	*maᴬ	*maᴬ	m a ⁵⁵		1027	m a - ⁵⁵	( m a ⁵⁵ )
423	Kayah	do, make	me¹¹	me¹¹	m e ¹¹		1027	m e - ¹¹	m e ¹¹
714	Kayan	do, make	ma³³	ma³³	m a ³³		1027	m a - ³³	m a ³³
1015	Kayaw	do, make	ma³³	ma³³	m a ³³		1027	m a - ³³	m a ³³
1318	NorthernPao	do, make	ma³³	ma³³	m a ³³		1027	m a - ³³	m a ³³
1605	NorthernPwo	do, make	mɛ⁵⁵	mɛ⁵⁵	m a ⁵⁵		1027	m a - ⁵⁵	m a ⁵⁵
1891	NorthernSgaw	do, make	ma³³	ma³³	m a ³³		1027	m a - ³³	m a ³³
2183	SouthernPao	do, make	ma⁵³	ma⁵³	m a ⁵³		1027	m a - ⁵³	m a ⁵³
2468	SouthernPwo	do, make	ma³¹ ̈	ma³¹̈	m a ɦ ³¹		1027	m a ɦ ³¹	m a ɦ ³¹
2764	SouthernSgaw	do, make	ma³³	ma³³	m a ³³		1027	m a - ³³	m a ³³
3044	WesternBwe	do, make	mɛ	mɛ	m ɛ ⁵⁵		1027	m ɛ - ⁵⁵	m ɛ ⁵⁵
