ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT	STRUCTURE	COGIDS
7289	Marinawa	ghost	yóʃi	yóʃi	j o ʃ i	None	463	j o ʃ i -	C V C V	463
7292	Matis	ghost	tsunsin	tsunsin	ts u s i n	None	463	ts u s i n	C V C V C	463
7286	Poyanawa	ghost	iũʃĩ	iũʃĩ	i u ʃ i ∼	None	463	i u ʃ i ∼	V V C V C	463
7274	ProtoPanoan	ghost	yosi[n]	yosi[n]	j o s i rⁿ	None	463	j o s i rⁿ	C V C V C	463
7285	Shanenawa	ghost	yuʂin	yuʂin	j u ʂ i n	None	463	j u ʂ i n	C V C V C	463
7283	Sharanawa	ghost	yoʂi	yoʂi	j o ʂ i	None	463	j o ʂ i -	C V C V	463
7278	ShipiboKonibo	ghost	yoʃí	yoʃí	j o ʃ i	None	463	j o ʃ i -	C V C V	463
7290	Yawanawa	ghost	iunʃin	iunʃin	j u ʃ i n	None	463	j u ʃ i n	C V C V C	463
5524	Amawaka	good, well	ʃara_I	ʃara_I	ʃ a r a	None	318	ʃ a r a	C V C V	318
5521	Chaninawa	good, well	ʃara	ʃara	ʃ a r a	None	318	ʃ a r a	C V C V	318
5525	Kaxinawa	good, well	-ʃara	-ʃara	ʃ a r a	None	318	ʃ a r a	C V C V	318
5527	Marinawa	good, well	ʂára	ʂára	ʂ a r a	None	318	ʂ a r a	C V C V	318
5519	ProtoPanoan	good, well	ʃaɽa	ʃaɽa	ʃ a ɽ a	None	318	ʃ a ɽ a	C V C V	318
5523	Shanenawa	good, well	ʂaɾakapa	ʂaɾakapa	ʂ a ɾ a	None	318	ʂ a ɾ a	C V C V	318
5522	Sharanawa	good, well	ʃara	ʃara	ʃ a r a	None	318	ʃ a r a	C V C V	318
5520	Yaminawa	good, well	ʃara	ʃara	ʃ a r a	None	318	ʃ a r a	C V C V	318
5528	Yawanawa	good, well	ʃaɾakapa	ʃaɾakapa	ʃ a ɾ a	None	318	ʃ a ɾ a	C V C V	318
6779	Amawaka	grass	wasí_I	wasí_I	w a s i	None	419	w a s i	C V C V	419
6774	Chakobo	grass	wasi	wasi	w a s i	None	419	w a s i	C V C V	419
6769	Kakataibo	grass	βasi	βasi	β a s i	None	419	β a s i	C V C V	419
6772	Kapanawa	grass	wasi	wasi	w a s i	None	419	w a s i	C V C V	419
6778	Katukina	grass	wasi	wasi	w a s i	None	419	w a s i	C V C V	419
6775	Kaxarari	grass	waˈsai	waˈsai	w a s i	None	419	w a s i	C V C V	419
6781	Kaxinawa	grass	basi	basi	b a s i	None	419	b a s i	C V C V	419
6780	Marinawa	grass	ɸasi	ɸasi	ɸ a s i	None	419	ɸ a s i	C V C V	419
6773	Marubo	grass	ˈwasi	ˈwasi	w a s i	None	419	w a s i	C V C V	419
6783	Mayoruna	grass	waˈsin	waˈsin	w a s i	None	419	w a s i	C V C V	419
6768	ProtoPanoan	grass	wasi	wasi	w a s i	None	419	w a s i	C V C V	419
6777	Shanenawa	grass	wasi	wasi	w a s i	None	419	w a s i	C V C V	419
6770	ShipiboKonibo	grass	wási	wási	w a s i	None	419	w a s i	C V C V	419
6776	Yaminawa	grass	ɸasi	ɸasi	ɸ a s i	None	419	ɸ a s i	C V C V	419
6782	Yawanawa	grass	uasi	uasi	w a s i	None	419	w a s i	C V C V	419
1825	Amawaka	grasshopper	tʃãpó_I	tʃãpó_I	tʃ a ∼ p o	None	26	tʃ a ∼ p o	C V C C V	26
1820	Chakobo	grasshopper	tʃapo	tʃapo	tʃ a p o	None	26	tʃ a - p o	C V C V	26
1817	Kakataibo	grasshopper	tʃãpo	tʃãpo	tʃ a ∼ p o	None	26	tʃ a ∼ p o	C V C C V	26
1819	Kapanawa	grasshopper	tʃampo	tʃampo	tʃ a m p o	None	26	tʃ a m p o	C V C C V	26
1824	Katukina	grasshopper	tʃanpu	tʃanpu	tʃ a n p u	None	26	tʃ a n p u	C V C C V	26
1826	Kaxinawa	grasshopper	tʃãpu	tʃãpu	tʃ a ∼ p u	None	26	tʃ a ∼ p u	C V C C V	26
1828	Matis	grasshopper	tʂanpi	tʂanpi	ʈʂ a n p i	None	26	ʈʂ a n p i	C V C C V	26
1816	ProtoPanoan	grasshopper	tʂãpo	tʂãpo	ʈʂ a ∼ p o	None	26	ʈʂ a ∼ p o	C V C C V	26
1823	Shanenawa	grasshopper	tʃapu	tʃapu	tʃ a p u	None	26	tʃ a - p u	C V C V	26
1822	Sharanawa	grasshopper	tʃapo	tʃapo	tʃ a p o	None	26	tʃ a - p o	C V C V	26
1818	ShipiboKonibo	grasshopper	tʃãpo	tʃãpo	tʃ a ∼ p o	None	26	tʃ a ∼ p o	C V C C V	26
6196	Amawaka	green, unripe	xoo_I	xoo_I	x o o	None	371	x o o	C V V	371
6190	Chakobo	green, unripe	ʂoo	ʂoo	ʂ o o	None	371	ʂ o o	C V V	371
6191	Chaninawa	green, unripe	ʃoo	ʃoo	ʃ o o	None	371	ʃ o o	C V V	371
6187	Kakataibo	green, unripe	ʂoo	ʂoo	ʂ o o	None	371	ʂ o o	C V V	371
6189	Kapanawa	green, unripe	ʂoo	ʂoo	ʂ o o	None	371	ʂ o o	C V V	371
6197	Kaxinawa	green, unripe	ʂu	ʂu	ʂ u	None	371	ʂ u -	C V	371
6198	Marinawa	green, unripe	ʂo	ʂo	ʂ o	None	371	ʂ o -	C V	371
6199	Matis	green, unripe	ʂu	ʂu	ʂ u	None	371	ʂ u -	C V	371
6200	Mayoruna	green, unripe	ʂu	ʂu	ʂ u	None	371	ʂ u -	C V	371
6186	ProtoPanoan	green, unripe	ʂoo	ʂoo	ʂ o o	None	371	ʂ o o	C V V	371
6194	Shanenawa	green, unripe	ʂu	ʂu	ʂ u	None	371	ʂ u -	C V	371
6193	Sharanawa	green, unripe	ʂo	ʂo	ʂ o	None	371	ʂ o -	C V	371
6188	ShipiboKonibo	green, unripe	ʂoó	ʂoó	ʂ o o	None	371	ʂ o o	C V V	371
6337	Amawaka	groundnut	tamá_I	tamá_I	t a m a	None	380	t a m a	C V C V	380
6329	Kakataibo	groundnut	tama	tama	t a m a	None	380	t a m a	C V C V	380
6331	Kapanawa	groundnut	taama	taama	t a m a	None	380	t a m a	C V C V	380
6336	Katukina	groundnut	tama	tama	t a m a	None	380	t a m a	C V C V	380
6338	Kaxinawa	groundnut	tama	tama	t a m a	None	380	t a m a	C V C V	380
6339	Marinawa	groundnut	tama	tama	t a m a	None	380	t a m a	C V C V	380
6328	ProtoPanoan	groundnut	tama	tama	t a m a	None	380	t a m a	C V C V	380
6335	Shanenawa	groundnut	tama	tama	t a m a	None	380	t a m a	C V C V	380
6333	Sharanawa	groundnut	tama	tama	t a m a	None	380	t a m a	C V C V	380
6330	ShipiboKonibo	groundnut	tama	tama	t a m a	None	380	t a m a	C V C V	380
6332	Yaminawa	groundnut	tama	tama	t a m a	None	380	t a m a	C V C V	380
6340	Yawanawa	groundnut	tama	tama	t a m a	None	380	t a m a	C V C V	380
5383	Amawaka	guariba (species of monkey), howler monkey	roʔo	roʔo	r o ʔ o	II	306	r o ʔ o	C V C V	306
5377	Chakobo	guariba (species of monkey), howler monkey	roʔo	roʔo	r o ʔ o	None	306	r o ʔ o	C V C V	306
5372	Kakataibo	guariba (species of monkey), howler monkey	roo	roo	r o o	None	306	r o - o	C V V	306
5375	Kapanawa	guariba (species of monkey), howler monkey	roʔo	roʔo	r o ʔ o	None	306	r o ʔ o	C V C V	306
5381	Katukina	guariba (species of monkey), howler monkey	ruˈkuʔ	ruˈkuʔ	r u k u	None	306	r u k u	C V C V	306
5378	Kaxarari	guariba (species of monkey), howler monkey	ˈtʃhɨʔɨ	ˈtʃhɨʔɨ	tʃ ɨ ʔ ɨ	(PICKERING,  s.d.	306	tʃ ɨ ʔ ɨ	C V C V	306
5384	Kaxinawa	guariba (species of monkey), howler monkey	du	du	d u	None	306	d u - -	C V	306
5385	Marinawa	guariba (species of monkey), howler monkey	ró	ró	r o	None	306	r o - -	C V	306
5376	Marubo	guariba (species of monkey), howler monkey	ru	ru	r u	None	306	r u - -	C V	306
5388	Matis	guariba (species of monkey), howler monkey	du	du	d u	None	306	d u - -	C V	306
5382	Poyanawa	guariba (species of monkey), howler monkey	ru	ru	r u	None	306	r u - -	C V	306
5371	ProtoPanoan	guariba (species of monkey), howler monkey	ɽoʔo	ɽoʔo	ɽ o ʔ o	None	306	ɽ o ʔ o	C V C V	306
5374	ShipiboKonibo	guariba (species of monkey), howler monkey	roó	roó	r o o	None	306	r o - o	C V V	306
5379	Yaminawa	guariba (species of monkey), howler monkey	roo	roo	r o o	None	306	r o - o	C V V	306
5386	Yawanawa	guariba (species of monkey), howler monkey	ɾu	ɾu	ɾ u	None	306	ɾ u - -	C V	306
1493	Amawaka	guava	wĩpíʃ_I	wĩpíʃ_I	w i p i ʃ	None	511	w i p i ʃ	C V C V C	511
1491	Kakataibo	guava	βĩpíʃ	βĩpíʃ	β i p i ʃ	None	511	β i p i ʃ	C V C V C	511
1490	ProtoPanoan	guava	βĩpiʃ	βĩpiʃ	β i p i ʃ	None	511	β i p i ʃ	C V C V C	511
1492	ShipiboKonibo	guava	βĩpíʃ	βĩpíʃ	β i p i ʃ	None	511	β i p i ʃ	C V C V C	511
1634	Amawaka	hair	wóó_I	wóó_I	w o	None	8	w o	C V	8
1623	Chakobo	hair	βoo	βoo	β o	None	8	β o	C V	8
1626	Chaninawa	hair	ɸo	ɸo	ɸ o	None	8	ɸ o	C V	8
1617	Kakataibo	hair	βoo	βoo	β o	None	8	β o	C V	8
1620	Kapanawa	hair	βoo	βoo	β o	None	8	β o	C V	8
1632	Katukina	hair	βoˈo	βoˈo	β o	None	8	β o	C V	8
1635	Kaxinawa	hair	bu	bu	b u	None	8	b u	C V	8
1638	Korubo	hair	βu	βu	β u	None	8	β u	C V	8
1636	Marinawa	hair	ɸóo	ɸóo	ɸ o	None	8	ɸ o	C V	8
1621	Marubo	hair	vo	vo	v o	None	8	v o	C V	8
1639	Matis	hair	bu	bu	b u	None	8	b u	C V	8
1640	Mayoruna	hair	bu	bu	b u	None	8	b u	C V	8
1633	Poyanawa	hair	βuh	βuh	β u	None	8	β u	C V	8
1616	ProtoPanoan	hair	βo	βo	β o	None	8	β o	C V	8
1631	Shanenawa	hair	fu	fu	f u	None	8	f u	C V	8
1629	Sharanawa	hair	ɸo	ɸo	ɸ o	None	8	ɸ o	C V	8
1618	ShipiboKonibo	hair	βoó	βoó	β o	None	8	β o	C V	8
1624	Yaminawa	hair	ɸo-	ɸo-	ɸ o	None	8	ɸ o	C V	8
1637	Yawanawa	hair	[hu]	[hu]	h u	None	8	h u	C V	8
5158	Katukina	hair	ɾaˈni	ɾaˈni	ɾ a n i	None	290	ɾ a n i	C V C V	290
5156	Kaxarari	hair	tʃɐˈniˈʔi	tʃɐˈniˈʔi	tʃ ɐ n i	None	290	tʃ ɐ n i	C V C V	290
5154	Marubo	hair	ˈɾɐndi	ˈɾɐndi	ɾ ɐ n.d i	None	290	ɾ ɐ n.d i	C V C V	290
5162	Yawanawa	hair	ɾaˈni	ɾaˈni	ɾ a n i	None	290	ɾ a n i	C V C V	290
3482	Amawaka	hand	mɨwi	mɨwi	m ɨ w i	II	157	m ɨ w i	C V C V	157
3477	Chaninawa	hand	biɸi	biɸi	b i ɸ i	None	157	b i ɸ i	C V C V	157
3481	Katukina	hand	mɨβi	mɨβi	m ɨ β i	None	157	m ɨ β i	C V C V	157
3483	Kaxinawa	hand	mɨbi	mɨbi	m ɨ b i	None	157	m ɨ b i	C V C V	157
3484	Marinawa	hand	mɨ́́ɸí	mɨ́́ɸí	m ɨ ɸ i	None	157	m ɨ ɸ i	C V C V	157
3475	Marubo	hand	mɨβi	mɨβi	m ɨ β i	None	157	m ɨ β i	C V C V	157
3473	ProtoPanoan	hand	mɨβi	mɨβi	m ɨ β i	None	157	m ɨ β i	C V C V	157
3480	Shanenawa	hand	mɨɸi	mɨɸi	m ɨ ɸ i	None	157	m ɨ ɸ i	C V C V	157
3478	Sharanawa	hand	mɨɸi	mɨɸi	m ɨ ɸ i	None	157	m ɨ ɸ i	C V C V	157
3474	ShipiboKonibo	hand	mɨβi	mɨβi	m ɨ β i	None	157	m ɨ β i	C V C V	157
3476	Yaminawa	hand	miɸi	miɸi	m i ɸ i	None	157	m i ɸ i	C V C V	157
3485	Yawanawa	hand	mɨhi	mɨhi	m ɨ h i	None	157	m ɨ h i	C V C V	157
3526	Amawaka	hand	mɨkɨ_I	mɨkɨ_I	m ɨ k ɨ	None	159	m ɨ k ɨ -	C V C V	159
3519	Chakobo	hand	mɨkɨ́́nɨ	mɨkɨ́́nɨ	m ɨ k ɨ n	None	159	m ɨ k ɨ n	C V C V C	159
3523	Chaninawa	hand	mɨkɨ	mɨkɨ	m ɨ k ɨ	None	159	m ɨ k ɨ -	C V C V	159
3516	Kakataibo	hand	mɨkɨ	mɨkɨ	m ɨ k ɨ	None	159	m ɨ k ɨ -	C V C V	159
3518	Kapanawa	hand	mɨkɨ́́n	mɨkɨ́́n	m ɨ k ɨ n	None	159	m ɨ k ɨ n	C V C V C	159
3521	Kaxarari	hand	mɨkɨˈlɨ	mɨkɨˈlɨ	m ɨ k ɨ l	None	159	m ɨ k ɨ l	C V C V C	159
3527	Kaxinawa	hand	mɨkɨ	mɨkɨ	m ɨ k ɨ	None	159	m ɨ k ɨ -	C V C V	159
3528	Marinawa	hand	mɨ́́kɨ	mɨ́́kɨ	m ɨ k ɨ	None	159	m ɨ k ɨ -	C V C V	159
3529	Matis	hand	mɨkɨn	mɨkɨn	m ɨ k ɨ n	None	159	m ɨ k ɨ n	C V C V C	159
3515	ProtoPanoan	hand	mɨkɨr	mɨkɨr	m ɨ k ɨ r	None	159	m ɨ k ɨ r	C V C V C	159
3524	Sharanawa	hand	mɨkɨ	mɨkɨ	m ɨ k ɨ	None	159	m ɨ k ɨ -	C V C V	159
3517	ShipiboKonibo	hand	mɨkɨ	mɨkɨ	m ɨ k ɨ	None	159	m ɨ k ɨ -	C V C V	159
3522	Yaminawa	hand	mɨkɨ̃	mɨkɨ̃	m ɨ k ɨ ∼	None	159	m ɨ k ɨ ∼	C V C V C	159
1940	Kapanawa	hard, strong	tʃoɾíʃ	tʃoɾíʃ	tʃ o ɾ i ʃ	None	36	tʃ o ɾ i ʃ	C V C V C	36
1946	Korubo	hard, strong	tʃɨɬɨʃ	tʃɨɬɨʃ	tʃ ɨ ɬ ɨ ʃ	None	36	tʃ ɨ ɬ ɨ ʃ	C V C V C	36
1945	Marinawa	hard, strong	tʃóɾiʃi	tʃóɾiʃi	tʃ o ɾ i ʃ	None	36	tʃ o ɾ i ʃ	C V C V C	36
1938	ProtoPanoan	hard, strong	tʃoɽiʃ	tʃoɽiʃ	tʃ o ɽ i ʃ	None	36	tʃ o ɽ i ʃ	C V C V C	36
1942	Sharanawa	hard, strong	tʃoriʂia	tʃoriʂia	tʃ o r i ʂ	None	36	tʃ o r i ʂ	C V C V C	36
1939	ShipiboKonibo	hard, strong	tʃoɾiʃ	tʃoɾiʃ	tʃ o ɾ i ʃ	None	36	tʃ o ɾ i ʃ	C V C V C	36
2680	Amawaka	hard, strong	kɨrɨx	kɨrɨx	k ɨ r ɨ x	None	88	k ɨ r ɨ x	C V C V C	88
2674	Chakobo	hard, strong	ˈkɨɾɨʂ_kato	ˈkɨɾɨʂ_kato	k ɨ ɾ ɨ ʂ	None	88	k ɨ ɾ ɨ ʂ	C V C V C	88
2677	Chaninawa	hard, strong	kɨɾɨ	kɨɾɨ	k ɨ ɾ ɨ	None	88	k ɨ ɾ ɨ -	C V C V	88
2671	Kakataibo	hard, strong	kɨrɨ	kɨrɨ	k ɨ r ɨ	None	88	k ɨ r ɨ -	C V C V	88
2673	Kapanawa	hard, strong	kɨrɨ	kɨrɨ	k ɨ r ɨ	None	88	k ɨ r ɨ -	C V C V	88
1944	Kaxinawa	hard, strong	tsɨdɨs	tsɨdɨs	ts ɨ d ɨ s	None	88	ts ɨ d ɨ s	C V C V C	88
2682	Marinawa	hard, strong	kɨrɨʂɨ	kɨrɨʂɨ	k ɨ r ɨ ʂ	None	88	k ɨ r ɨ ʂ	C V C V C	88
2684	Mayoruna	hard, strong	kɨɾɨ	kɨɾɨ	k ɨ ɾ ɨ	None	88	k ɨ ɾ ɨ -	C V C V	88
2670	ProtoPanoan	hard, strong	kɨɽɨʂ	kɨɽɨʂ	k ɨ ɽ ɨ ʂ	None	88	k ɨ ɽ ɨ ʂ	C V C V C	88
2678	Sharanawa	hard, strong	kɨɾɨʂ	kɨɾɨʂ	k ɨ ɾ ɨ ʂ	None	88	k ɨ ɾ ɨ ʂ	C V C V C	88
2672	ShipiboKonibo	hard, strong	kɨrɨ́ʂ	kɨrɨ́ʂ	k ɨ r ɨ ʂ	None	88	k ɨ r ɨ ʂ	C V C V C	88
2683	Yawanawa	hard, strong	kɨɾɨ	kɨɾɨ	k ɨ ɾ ɨ	None	88	k ɨ ɾ ɨ -	C V C V	88
713	Amawaka	he	háá	háá	h a a	None	359	h a a	C V V	359
701	Chakobo	he	ha	ha	h a	None	359	h a -	C V	359
695	Kakataibo	he	a	a	a	None	359	- a -	V	359
699	Kapanawa	he	haa	haa	h a a	None	359	h a a	C V V	359
710	Katukina	he	hatu	hatu	h a	None	359	h a -	C V	359
703	Kaxarari	he	ha	ha	h a	None	359	h a -	C V	359
715	Kaxinawa	he	ha	ha	h a	None	359	h a -	C V	359
718	Korubo	he	a-	a-	a	None	359	- a -	V	359
716	Marinawa	he	áa	áa	a a	None	359	- a a	V V	359
700	Marubo	he	a	a	a	None	359	- a -	V	359
719	Matis	he	a-	a-	a	None	359	- a -	V	359
720	Mayoruna	he	a	a	a	None	359	- a -	V	359
712	Poyanawa	he	a	a	a	None	359	- a -	V	359
694	ProtoPanoan	he	ha[a]	ha[a]	h a a	None	359	h a a	C V V	359
707	Shanenawa	he	a	a	a	None	359	- a -	V	359
706	Sharanawa	he	a	a	a	None	359	- a -	V	359
696	ShipiboKonibo	he	ha	ha	h a	None	359	h a -	C V	359
704	Yaminawa	he	a	a	a	None	359	- a -	V	359
717	Yawanawa	he	a	a	a	None	359	- a -	V	359
1673	Amawaka	head	wóxkaa	wóxkaa	w o x k a	None	11	w o x k a -	C V C C V	11
1666	Kapanawa	head	boʃ	boʃ	b o ʃ	None	11	b o ʃ - - -	C V C	11
1669	Kaxarari	head	buʃkaˈta	buʃkaˈta	b u ʃ k a t	None	11	b u ʃ k a t	C V C C V C	11
1676	Kaxinawa	head	buʂka	buʂka	b u ʂ k a	None	11	b u ʂ k a -	C V C C V	11
1677	Marinawa	head	ɸóʂka	ɸóʂka	ɸ o ʂ k a	None	11	ɸ o ʂ k a -	C V C C V	11
1668	Marubo	head	voʃká	voʃká	v o ʃ k a	None	11	v o ʃ k a -	C V C C V	11
1663	ProtoPanoan	head	βoʂka[Cc]	βoʂka[Cc]	β o ʂ k a tʳ	None	11	β o ʂ k a tʳ	C V C C V C	11
1671	Sharanawa	head	ɸoʂka	ɸoʂka	ɸ o ʂ k a	None	11	ɸ o ʂ k a -	C V C C V	11
1665	ShipiboKonibo	head	βoʂká	βoʂká	β o ʂ k a	None	11	β o ʂ k a -	C V C C V	11
1678	Yawanawa	head	huʂka	huʂka	h u ʂ k a	None	11	h u ʂ k a -	C V C C V	11
3271	Amawaka	head	mapo	mapo	m a p o	II	139	m a p o	C V C V	139
3261	Chakobo	head	mápo	mápo	m a p o	None	139	m a p o	C V C V	139
3264	Chaninawa	head	bapo	bapo	b a p o	None	139	b a p o	C V C V	139
3257	Kakataibo	head	mapoʂɔɔ	mapoʂɔɔ	m a p o	(también maʂká,  juego 229	139	m a p o	C V C V	139
3259	Kapanawa	head	mapo	mapo	m a p o	None	139	m a p o	C V C V	139
3269	Katukina	head	mapu	mapu	m a p u	None	139	m a p u	C V C V	139
3272	Kaxinawa	head	mapu	mapu	m a p u	None	139	m a p u	C V C V	139
3273	Marinawa	head	mápó	mápó	m a p o	None	139	m a p o	C V C V	139
3260	Marubo	head	ˈmapo	ˈmapo	m a p o	None	139	m a p o	C V C V	139
3270	Poyanawa	head	bapu	bapu	b a p u	None	139	b a p u	C V C V	139
3256	ProtoPanoan	head	mapo	mapo	m a p o	None	139	m a p o	C V C V	139
3268	Shanenawa	head	mapu	mapu	m a p u	None	139	m a p u	C V C V	139
3266	Sharanawa	head	mapo	mapo	m a p o	None	139	m a p o	C V C V	139
3258	ShipiboKonibo	head	mapo	mapo	m a p o	None	139	m a p o	C V C V	139
3262	Yaminawa	head	mapo	mapo	m a p o	None	139	m a p o	C V C V	139
3274	Yawanawa	head	mapu	mapu	m a p u	None	139	m a p u	C V C V	139
3367	Kakataibo	head	maʂká	maʂká	m a ʂ k a	None	147	m a ʂ k a -	C V C C V	147
3403	Matis	head	maʂo	maʂo	m a ʂ o	None	150	m a - ʂ o	C V C V	150
3115	Amawaka	headbelt, hat	maiti	maiti	m a i t i	II	125	m a i t i	C V V C V	125
3109	Kapanawa	headbelt, hat	maiti	maiti	m a i t i	None	125	m a i t i	C V V C V	125
3114	Katukina	headbelt, hat	mayˈte	mayˈte	m a i t e	None	125	m a i t e	C V V C V	125
3116	Kaxinawa	headbelt, hat	maiti	maiti	m a i t i	None	125	m a i t i	C V V C V	125
3119	Korubo	headbelt, hat	maʃite	maʃite	m a i t e	None	125	m a i t e	C V V C V	125
3117	Marinawa	headbelt, hat	máiti	máiti	m a i t i	None	125	m a i t i	C V V C V	125
3110	Marubo	headbelt, hat	maiti	maiti	m a i t i	None	125	m a i t i	C V V C V	125
3106	ProtoPanoan	headbelt, hat	maiti	maiti	m a i t i	None	125	m a i t i	C V V C V	125
3112	Sharanawa	headbelt, hat	maiti	maiti	m a i t i	None	125	m a i t i	C V V C V	125
3108	ShipiboKonibo	headbelt, hat	maiti	maiti	m a i t i	None	125	m a i t i	C V V C V	125
3111	Yaminawa	headbelt, hat	maiti	maiti	m a i t i	None	125	m a i t i	C V V C V	125
3118	Yawanawa	headbelt, hat	maiti	maiti	m a i t i	None	125	m a i t i	C V V C V	125
4334	Amawaka	heart	howiti	howiti	h o i t i	II	229	h o i - t i	C V V C V	229
4326	Chakobo	heart	hoití	hoití	h o i t i	None	229	h o i - t i	C V V C V	229
4329	Chaninawa	heart	ointi	ointi	o i n t i	None	229	- o i n t i	V V C C V	229
4324	Kapanawa	heart	hoínti	hoínti	h o i n t i	None	229	h o i n t i	C V V C C V	229
4333	Katukina	heart	winti	winti	i n t i	None	229	- - i n t i	V C C V	229
4335	Kaxinawa	heart	huiti	huiti	h u i t i	None	229	h u i - t i	C V V C V	229
4338	Korubo	heart	winte	winte	i n t e	None	229	- - i n t e	V C C V	229
4336	Marinawa	heart	ṍiti	ṍiti	o i t i	None	229	- o i - t i	V V C V	229
4325	Marubo	heart	ˈwinti	ˈwinti	i n t i	None	229	- - i n t i	V C C V	229
4339	Matis	heart	winte	winte	i n t e	None	229	- - i n t e	V C C V	229
4340	Mayoruna	heart	winˈte	winˈte	i n t e	None	229	- - i n t e	V C C V	229
4322	ProtoPanoan	heart	hoi[n]ti	hoi[n]ti	h o i rⁿ t i	None	229	h o i rⁿ t i	C V V C C V	229
4332	Shanenawa	heart	uinti	uinti	u i n t i	None	229	- u i n t i	V V C C V	229
4330	Sharanawa	heart	ointi	ointi	o i n t i	None	229	- o i n t i	V V C C V	229
4323	ShipiboKonibo	heart	hoiti	hoiti	h o i t i	None	229	h o i - t i	C V V C V	229
4327	Yaminawa	heart	oĩti	oĩti	o i ∼ t i	None	229	- o i ∼ t i	V V C C V	229
4337	Yawanawa	heart	ũĩti	ũĩti	u i ∼ t i	None	229	- u i ∼ t i	V V C C V	229
7162	Amawaka	heat, hot	yoʔo-	yoʔo-	j o ʔ o	II	452	j o ʔ o	C V C V	452
7158	Chakobo	heat, hot	yoʔo	yoʔo	j o ʔ o	None	452	j o ʔ o	C V C V	452
7157	Kapanawa	heat, hot	yoʔo	yoʔo	j o ʔ o	None	452	j o ʔ o	C V C V	452
7161	Katukina	heat, hot	yuu	yuu	j u u	None	452	j u - u	C V V	452
7163	Kaxinawa	heat, hot	yu-	yu-	j u	(raíz neutral, transitivizada por el sufijo -a, intransitivizada por el sufijo -i	452	j u - -	C V	452
7164	Marinawa	heat, hot	yóí	yóí	j o i	None	452	j o - i	C V V	452
7165	Mayoruna	heat, hot	tʃu	tʃu	tʃ u	None	452	tʃ u - -	C V	452
7155	ProtoPanoan	heat, hot	yoʔo	yoʔo	j o ʔ o	None	452	j o ʔ o	C V C V	452
7159	Sharanawa	heat, hot	yooi	yooi	j o o	None	452	j o - o	C V V	452
7156	ShipiboKonibo	heat, hot	yoó	yoó	j o o	None	452	j o - o	C V V	452
486	Amawaka	heavy	ʔiyɨ́	ʔiyɨ́	ʔ i j ɨ	None	215	ʔ i j ɨ	C V C V	215
482	Chakobo	heavy	ʔiwɨ	ʔiwɨ	ʔ i w ɨ	None	215	ʔ i w ɨ	C V C V	215
477	Kakataibo	heavy	ʔiɨ	ʔiɨ	ʔ i ɨ	None	215	ʔ i - ɨ	C V V	215
480	Kapanawa	heavy	ʔiwɨ	ʔiwɨ	ʔ i w ɨ	None	215	ʔ i w ɨ	C V C V	215
490	Katukina	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ	None	215	- ɨ w ɨ	V C V	215
483	Kaxarari	heavy	na͡iˈwɨ	na͡iˈwɨ	i w ɨ	None	215	- i w ɨ	V C V	215
491	Korubo	heavy	iwɨt	iwɨt	i w ɨ	None	215	- i w ɨ	V C V	215
489	Marinawa	heavy	íwɨ	íwɨ	i w ɨ	None	215	- i w ɨ	V C V	215
481	Marubo	heavy	ɨwɨr-_ka	ɨwɨr-_ka	ɨ w ɨ	None	215	- ɨ w ɨ	V C V	215
492	Matis	heavy	iwɨ	iwɨ	i w ɨ	None	215	- i w ɨ	V C V	215
493	Mayoruna	heavy	iˈuɨ	iˈuɨ	i w ɨ	None	215	- i w ɨ	V C V	215
476	ProtoPanoan	heavy	ʔiwɨ	ʔiwɨ	ʔ i w ɨ	None	215	ʔ i w ɨ	C V C V	215
485	Sharanawa	heavy	iwɨ	iwɨ	i w ɨ	None	215	- i w ɨ	V C V	215
479	ShipiboKonibo	heavy	ʔisɨ	ʔisɨ	ʔ i s ɨ	None	215	ʔ i s ɨ	C V C V	215
484	Yaminawa	heavy	ɨɸɨ	ɨɸɨ	ɨ ɸ ɨ	None	215	- ɨ ɸ ɨ	V C V	215
1717	Amawaka	hiccough, to hiccup	tsɨko-	tsɨko-	ts ɨ k o	II	15	ts ɨ k o	C V C V	15
1714	Chakobo	hiccough, to hiccup	tsɨko-	tsɨko-	ts ɨ k o	None	15	ts ɨ k o	C V C V	15
1712	Kakataibo	hiccough, to hiccup	tsɨkó	tsɨkó	ts ɨ k o	None	15	ts ɨ k o	C V C V	15
1713	Kapanawa	hiccough, to hiccup	tsɨʔkoʔi	tsɨʔkoʔi	ts ɨ k o	None	15	ts ɨ k o	C V C V	15
1718	Kaxinawa	hiccough, to hiccup	tsɨku-	tsɨku-	ts ɨ k u	None	15	ts ɨ k u	C V C V	15
1719	Marinawa	hiccough, to hiccup	tsɨ́kó-	tsɨ́kó-	ts ɨ k o	None	15	ts ɨ k o	C V C V	15
1711	ProtoPanoan	hiccough, to hiccup	tsɨko-	tsɨko-	ts ɨ k o	None	15	ts ɨ k o	C V C V	15
1715	Sharanawa	hiccough, to hiccup	tsɨkoi	tsɨkoi	ts ɨ k o	None	15	ts ɨ k o	C V C V	15
3012	Amawaka	hill	matʃi_I	matʃi_I	m a tʃ i	None	118	m a - tʃ i	C V C V	118
